cohort,pathway,n_genes_defined,n_genes_present,coverage,scored,qc_type,feature,components_requested,components_present,n_components_present
METABRIC,HALLMARK_ESTROGEN_RESPONSE_EARLY,200.0,194.0,0.97,True,gene_coverage,,,,
METABRIC,HALLMARK_ESTROGEN_RESPONSE_LATE,200.0,195.0,0.975,True,gene_coverage,,,,
METABRIC,HALLMARK_FATTY_ACID_METABOLISM,158.0,156.0,0.9873417721518988,True,gene_coverage,,,,
METABRIC,HALLMARK_G2M_CHECKPOINT,200.0,200.0,1.0,True,gene_coverage,,,,
METABRIC,HALLMARK_GLYCOLYSIS,200.0,198.0,0.99,True,gene_coverage,,,,
METABRIC,HALLMARK_HEDGEHOG_SIGNALING,36.0,36.0,1.0,True,gene_coverage,,,,
METABRIC,HALLMARK_HEME_METABOLISM,200.0,197.0,0.985,True,gene_coverage,,,,
METABRIC,HALLMARK_HYPOXIA,200.0,199.0,0.995,True,gene_coverage,,,,
METABRIC,HALLMARK_IL2_STAT5_SIGNALING,199.0,198.0,0.9949748743718593,True,gene_coverage,,,,
METABRIC,HALLMARK_IL6_JAK_STAT3_SIGNALING,87.0,87.0,1.0,True,gene_coverage,,,,
METABRIC,HALLMARK_INFLAMMATORY_RESPONSE,200.0,199.0,0.995,True,gene_coverage,,,,
METABRIC,HALLMARK_INTERFERON_ALPHA_RESPONSE,97.0,97.0,1.0,True,gene_coverage,,,,
METABRIC,HALLMARK_INTERFERON_GAMMA_RESPONSE,200.0,198.0,0.99,True,gene_coverage,,,,
METABRIC,HALLMARK_KRAS_SIGNALING_DN,200.0,199.0,0.995,True,gene_coverage,,,,
METABRIC,HALLMARK_KRAS_SIGNALING_UP,200.0,198.0,0.99,True,gene_coverage,,,,
METABRIC,HALLMARK_MITOTIC_SPINDLE,199.0,197.0,0.9899497487437185,True,gene_coverage,,,,
METABRIC,HALLMARK_MTORC1_SIGNALING,200.0,198.0,0.99,True,gene_coverage,,,,
METABRIC,HALLMARK_MYC_TARGETS_V1,200.0,198.0,0.99,True,gene_coverage,,,,
METABRIC,HALLMARK_MYC_TARGETS_V2,58.0,55.0,0.9482758620689655,True,gene_coverage,,,,
METABRIC,HALLMARK_MYOGENESIS,200.0,199.0,0.995,True,gene_coverage,,,,
METABRIC,HALLMARK_NOTCH_SIGNALING,32.0,32.0,1.0,True,gene_coverage,,,,
METABRIC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,200.0,194.0,0.97,True,gene_coverage,,,,
METABRIC,HALLMARK_P53_PATHWAY,200.0,197.0,0.985,True,gene_coverage,,,,
METABRIC,HALLMARK_PANCREAS_BETA_CELLS,40.0,40.0,1.0,True,gene_coverage,,,,
METABRIC,HALLMARK_PEROXISOME,104.0,104.0,1.0,True,gene_coverage,,,,
METABRIC,HALLMARK_PI3K_AKT_MTOR_SIGNALING,105.0,104.0,0.9904761904761905,True,gene_coverage,,,,
METABRIC,HALLMARK_PROTEIN_SECRETION,96.0,96.0,1.0,True,gene_coverage,,,,
METABRIC,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,49.0,48.0,0.9795918367346939,True,gene_coverage,,,,
METABRIC,HALLMARK_SPERMATOGENESIS,135.0,134.0,0.9925925925925926,True,gene_coverage,,,,
METABRIC,HALLMARK_TGF_BETA_SIGNALING,54.0,53.0,0.9814814814814815,True,gene_coverage,,,,
METABRIC,HALLMARK_TNFA_SIGNALING_VIA_NFKB,200.0,199.0,0.995,True,gene_coverage,,,,
METABRIC,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,113.0,112.0,0.9911504424778761,True,gene_coverage,,,,
METABRIC,HALLMARK_UV_RESPONSE_DN,144.0,144.0,1.0,True,gene_coverage,,,,
METABRIC,HALLMARK_UV_RESPONSE_UP,158.0,157.0,0.9936708860759493,True,gene_coverage,,,,
METABRIC,HALLMARK_WNT_BETA_CATENIN_SIGNALING,42.0,42.0,1.0,True,gene_coverage,,,,
METABRIC,HALLMARK_XENOBIOTIC_METABOLISM,200.0,198.0,0.99,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_ENV_FACTOR_E2_TO_NUCLEAR_INITIATED_ESTROGEN_SIGNALING_PATHWAY,7.0,7.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_ENV_FACTOR_NICOTINE_NNK_TO_PI3K_SIGNALING_PATHWAY,11.0,11.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_PI3K_SIGNALING_PATHWAY_N01339,11.0,11.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_PI3K_SIGNALING_PATHWAY_N01350,12.0,12.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_PATHOGEN_EBV_EBNA1_TO_P53_MEDIATED_TRANSCRIPTION,10.0,10.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_CELL_CYCLE_G1_S_N00483,9.0,9.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_CELL_CYCLE_G1_S_N00484,5.0,5.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_P27_CELL_CYCLE_G1_S_N00264,11.0,11.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_P27_CELL_CYCLE_G1_S_N00482,9.0,9.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_PATHOGEN_EBV_EBNA3C_TO_P53_MEDIATED_TRANSCRIPTION,10.0,10.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_PATHOGEN_EBV_LMP1_TO_PI3K_SIGNALING_PATHWAY,5.0,5.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_PATHOGEN_EBV_LMP2A_TO_PI3K_SIGNALING_PATHWAY,5.0,5.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_TIR_TO_TLR2_4_MAPK_SIGNALING_PATHWAY,5.0,5.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_PATHOGEN_HCMV_US28_TO_GNB_G_PI3K_NFKB_SIGNALING_PATHWAY,31.0,31.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_CXCR4_GNAI_PI3K_BAD_SIGNALING_PATHWAY,12.0,12.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_PATHOGEN_HIV_VPR_TO_CDC25_CELL_CYCLE_G2M,11.0,11.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_PATHOGEN_HIV_VPR_TO_WEE1_CELL_CYCLE_G2M,5.0,5.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_PATHOGEN_HPV_E7_TO_CELL_CYCLE_G1_S,6.0,6.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_PATHOGEN_HPV_E7_TO_P27_CELL_CYCLE_G1_S,7.0,7.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_PATHOGEN_HTLV_1_TAX_TO_P21_CELL_CYCLE_G1_S_N00497,9.0,9.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_PATHOGEN_HTLV_1_TAX_TO_P21_CELL_CYCLE_G1_S_N00498,8.0,8.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_PATHOGEN_KSHV_VCYCLIN_TO_CELL_CYCLE_G1_S,6.0,6.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_AKT_SIGNALING_PATHWAY,24.0,24.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_PATHOGEN_KSHV_VGPCR_TO_GNB_G_PI3K_JNK_SIGNALING_PATHWAY,29.0,29.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_PATHOGEN_SHIGELLA_OSPF_TO_TLR2_4_MAPK_SIGNALING_PATHWAY,6.0,6.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_PATHOGEN_YERSINIA_YOPP_J_TO_TLR2_4_MAPK_SIGNALING_PATHWAY,6.0,6.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_26S_PROTEASOME_MEDIATED_PROTEIN_DEGRADATION,39.0,39.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_ACH_CHRN_PI3K_SIGNALING_PATHWAY,7.0,7.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_ACH_CHRN_RAS_ERK_SIGNALING_PATHWAY,21.0,21.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_ACTH_CORTISOL_SIGNALING_PATHWAY,32.0,32.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119,22.0,22.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119_IN_GERMLINE_GENES,27.0,27.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_ACTIVIN_SIGNALING_PATHWAY,8.0,8.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_ADRB3_UCP1_SIGNALING_PATHWAY,35.0,35.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_AGE_RAGE_SIGNALING_PATHWAY,16.0,16.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_AHR_SIGNALING_PATHWAY,8.0,8.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_ALTERNATIVE_PATHWAY_OF_COMPLEMENT_CASCADE_C3B_BREAKDOWN,5.0,5.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_AMH_SIGNALING_PATHWAY,9.0,9.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_ANGII_AT1R_NOX2_SIGNALING_PATHWAY,8.0,8.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY,28.0,28.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_ANTEROGRADE_AXONAL_TRANSPORT,24.0,24.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_II_MOLECULES,15.0,14.0,0.9333333333333333,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_I_MOLECULES,12.0,12.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_ANXA2_S100A10_REGULATED_ACTIN_CYTOSKELETON,5.0,5.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_AREG_EGFR_PI3K_SIGNALING_PATHWAY,11.0,11.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_AREG_EGFR_RAS_ERK_SIGNALING_PATHWAY,15.0,15.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_ARL8_REGULATED_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT,35.0,34.0,0.9714285714285714,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_ARNO_ARF_ACTB_G_SIGNALING_PATHWAY,25.0,24.0,0.96,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_ASSEMBLY_AND_TRAFFICKING_OF_TELOMERASE,19.0,19.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_ATR_P21_CELL_CYCLE_G2_M,9.0,9.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_GLYCOLYSIS,25.0,25.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_HOMOLOGOUS_RECOMBINATION,33.0,33.0,1.0,True,gene_coverage,,,,
METABRIC,KEGG_MEDICUS_REFERENCE_MISMATCH_REPAIR,26.0,26.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS,20.0,20.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS,17.0,17.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K,7.0,7.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_PI3K,6.0,6.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3,66.0,53.0,0.803030303030303,True,gene_coverage,,,,
METABRIC,REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION,23.0,23.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_ACTIVATION_OF_RAS_IN_B_CELLS,5.0,5.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,828.0,754.0,0.9106280193236715,True,gene_coverage,,,,
METABRIC,REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION,43.0,43.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM,13.0,13.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_ANDROGEN_BIOSYNTHESIS,11.0,11.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,86.0,30.0,0.3488372093023256,True,gene_coverage,,,,
METABRIC,REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,88.0,88.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_APOPTOSIS,179.0,179.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION,13.0,13.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_ARACHIDONIC_ACID_METABOLISM,59.0,58.0,0.9830508474576272,True,gene_coverage,,,,
METABRIC,REACTOME_ASPARTATE_AND_ASPARAGINE_METABOLISM,11.0,9.0,0.8181818181818182,True,gene_coverage,,,,
METABRIC,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,61.0,61.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_BETA_OXIDATION_OF_VERY_LONG_CHAIN_FATTY_ACIDS,11.0,11.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,44.0,44.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_BIOTIN_TRANSPORT_AND_METABOLISM,11.0,11.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_CARNITINE_METABOLISM,14.0,14.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING,22.0,22.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,75.0,75.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_CELL_CYCLE,694.0,668.0,0.962536023054755,True,gene_coverage,,,,
METABRIC,REACTOME_CELL_CYCLE_CHECKPOINTS,291.0,281.0,0.9656357388316151,True,gene_coverage,,,,
METABRIC,REACTOME_CELL_CYCLE_MITOTIC,561.0,538.0,0.9590017825311943,True,gene_coverage,,,,
METABRIC,REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,18.0,18.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,50.0,50.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_COBALAMIN_CBL_METABOLISM,7.0,7.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM,22.0,21.0,0.9545454545454546,True,gene_coverage,,,,
METABRIC,REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,67.0,66.0,0.9850746268656716,True,gene_coverage,,,,
METABRIC,REACTOME_COLLAGEN_CHAIN_TRIMERIZATION,44.0,43.0,0.9772727272727273,True,gene_coverage,,,,
METABRIC,REACTOME_COLLAGEN_DEGRADATION,64.0,63.0,0.984375,True,gene_coverage,,,,
METABRIC,REACTOME_COLLAGEN_FORMATION,90.0,89.0,0.9888888888888889,True,gene_coverage,,,,
METABRIC,REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,83.0,83.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_CONSTITUTIVE_SIGNALING_BY_OVEREXPRESSED_ERBB2,11.0,11.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_CREATINE_METABOLISM,11.0,11.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS,18.0,18.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,789.0,775.0,0.982256020278834,True,gene_coverage,,,,
METABRIC,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,82.0,80.0,0.975609756097561,True,gene_coverage,,,,
METABRIC,REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS,25.0,25.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_DEFECTS_IN_BIOTIN_BTN_METABOLISM,8.0,8.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_DEFECTS_IN_COBALAMIN_B12_METABOLISM,14.0,14.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM,22.0,22.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_DEFECTS_OF_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,8.0,7.0,0.875,True,gene_coverage,,,,
METABRIC,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,140.0,137.0,0.9785714285714285,True,gene_coverage,,,,
METABRIC,REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION,7.0,7.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM,41.0,41.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM,10.0,10.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM,34.0,33.0,0.9705882352941176,True,gene_coverage,,,,
METABRIC,REACTOME_DISEASES_OF_DNA_REPAIR,51.0,51.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_DISEASES_OF_IMMUNE_SYSTEM,32.0,32.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_DISEASES_OF_METABOLISM,250.0,247.0,0.988,True,gene_coverage,,,,
METABRIC,REACTOME_DISEASES_OF_MISMATCH_REPAIR_MMR,5.0,5.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE,38.0,38.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_DNA_REPAIR,332.0,317.0,0.9548192771084337,True,gene_coverage,,,,
METABRIC,REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING,13.0,13.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING,29.0,29.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_DOWNREGULATION_OF_ERBB4_SIGNALING,9.0,9.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,81.0,81.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_ENHANCED_BINDING_OF_GP1BA_VARIANT_TO_VWF_MULTIMER_COLLAGEN,7.0,6.0,0.8571428571428571,True,gene_coverage,,,,
METABRIC,REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING,13.0,13.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_ERBB2_REGULATES_CELL_MOTILITY,15.0,15.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_ERK_MAPK_TARGETS,22.0,22.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K,12.0,12.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_ESTROGEN_BIOSYNTHESIS,6.0,6.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION,149.0,135.0,0.9060402684563759,True,gene_coverage,,,,
METABRIC,REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING,24.0,24.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_ESTROGEN_STIMULATED_SIGNALING_THROUGH_PRKCZ,6.0,6.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_EVASION_BY_RSV_OF_HOST_INTERFERON_RESPONSES,35.0,33.0,0.9428571428571428,True,gene_coverage,,,,
METABRIC,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,300.0,296.0,0.9866666666666667,True,gene_coverage,,,,
METABRIC,REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING,75.0,75.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_FATTY_ACIDS,15.0,15.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION,8.0,8.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_FATTY_ACID_METABOLISM,176.0,171.0,0.9715909090909091,True,gene_coverage,,,,
METABRIC,REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,37.0,35.0,0.9459459459459459,True,gene_coverage,,,,
METABRIC,REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,87.0,32.0,0.367816091954023,True,gene_coverage,,,,
METABRIC,REACTOME_FICOLINS_BIND_TO_REPETITIVE_CARBOHYDRATE_STRUCTURES_ON_THE_TARGET_CELL_SURFACE,5.0,5.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES,17.0,17.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES,30.0,28.0,0.9333333333333333,True,gene_coverage,,,,
METABRIC,REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION,11.0,11.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_FREE_FATTY_ACID_RECEPTORS,5.0,5.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_FRUCTOSE_METABOLISM,7.0,7.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER,25.0,25.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK,18.0,18.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER,84.0,84.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_GLUCOSE_METABOLISM,85.0,83.0,0.9764705882352941,True,gene_coverage,,,,
METABRIC,REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM,14.0,14.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_GLYCOGEN_METABOLISM,25.0,25.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,126.0,126.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,58.0,57.0,0.9827586206896551,True,gene_coverage,,,,
METABRIC,REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION,19.0,19.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING,16.0,16.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,15.0,15.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_GRB7_EVENTS_IN_ERBB2_SIGNALING,5.0,5.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA,25.0,25.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR,70.0,68.0,0.9714285714285714,True,gene_coverage,,,,
METABRIC,REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,57.0,57.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE,43.0,43.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_HYALURONAN_METABOLISM,17.0,17.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_IFNG_SIGNALING_ACTIVATES_MAPKS,8.0,8.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS,17.0,17.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS,21.0,21.0,1.0,True,gene_coverage,,,,
METABRIC,REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS,9.0,9.0,1.0,True,gene_coverage,,,,
